
Title,Company,Location,Apply
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=UbPsp5ek5IbkP0JKwfm6wQ%3D%3D&trackingId=NCglvJka88QJwQ1c%2BL319w%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'SAS Macro Developer',b'Tata Consultancy Services',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sas-macro-developer-at-tata-consultancy-services-3641594104?refId=UbPsp5ek5IbkP0JKwfm6wQ%3D%3D&trackingId=Ggi94UY8mMN1mnwBXlSJRg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst Junior',b'Energy Jobline',"b'Calgary, Alberta, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-junior-at-energy-jobline-3644658837?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=UsMZxgAghxy2TabFHR0cQw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (MDM)',b'BeachHead',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-mdm-at-beachhead-3647189350?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=XZgBrYtvxyMKyGJgOrUjUA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst, IVR'","b""President's Choice Financial""","b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-ivr-at-president-s-choice-financial-3642143174?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=37Xp8Pnp6hGM7E1IWscTTQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Remote BI Data Analyst',b'Affinity',"b'Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/remote-bi-data-analyst-at-affinity-3636860711?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=kzLCrDwR%2F%2F9tQb0HCWJQMg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647441135?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=s0Xdm0IU7ZmxMeK0UuXSIg%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133083?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=%2FXYJ9oeNMXbvO%2FMo1Y60ng%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Co-op Data Scientist',b'Open Ocean Robotics',"b'Victoria, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/co-op-data-scientist-at-open-ocean-robotics-3647573569?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=Q9XYUwmmc83VAewMdFf36Q%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647435705?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=%2B8syeuNEmJKx%2FGFp10s22A%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'International Data Analysis & Visualization Specialist',b'Conestoga College',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/international-data-analysis-visualization-specialist-at-conestoga-college-3645170011?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=EWd%2BqHKEucuouzvCHvi8VA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133084?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=IwbmnYmDVaTL8Eg2UXgdfg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'RideCo On-Demand Transit',"b'Waterloo, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-rideco-on-demand-transit-3647445123?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=8Gfn7dGG0N2WWUZyUdlIFg%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (Theatres)',b'IMAX',"b'Mississauga, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-theatres-at-imax-3622942851?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=bwVfPRTFkPhG8w1SWCHSgw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'VySystems',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-vysystems-3647560334?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=TtpA5CZPum1oo8ISPS87Qw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst - Adv. Excel (Macros), VBA, MDM'",b'Procom',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-adv-excel-macros-vba-mdm-at-procom-3647440026?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=zRGQCTW9L2K8Iiwg89GI2A%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Intelligence Specialist',b'Irving Shipbuilding',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/business-intelligence-specialist-at-irving-shipbuilding-3643129624?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=cPujMX7dTIegYe%2BSKJSZrw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Troyer Ventures Ltd.',"b'Fort St John, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/business-analyst-at-troyer-ventures-ltd-3642137303?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=XP8awAm3aQ3hvu9hNyoIHg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'TechPrinciple Consulting Inc',"b'Greater Toronto Area, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-techprinciple-consulting-inc-3642158490?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=GN12Y4y%2FYCSCVc7ZeGiGKQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Operations Specialist - Finance Datamart - BI & Analytics',b'Lloyds Banking Group',"b'New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/operations-specialist-finance-datamart-bi-analytics-at-lloyds-banking-group-3646946026?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=FxM9wTUckIyLMArEdfijoQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644667671?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=J6NWJvD%2B8v%2FZ1q0fwhpCtg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=qVqGXWobAy3PhGaYqVh9aw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'Themesoft Inc.',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-themesoft-inc-3647426180?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=tRuBUYoa31cS%2BF3gRFU%2BEA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'CX Analyst',b'Philip Morris International',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/cx-analyst-at-philip-morris-international-3646958730?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=%2F0vO4qA%2FWhC%2BGbtUtFWnvA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist / Engineer - Freelance [Remote]',b'Braintrust',"b'Ottawa, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647561548?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=nlI1xc8FVH7oKednbDTl7g%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Systems Analyst',b'Canada Life',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-systems-analyst-at-canada-life-3637705381?refId=RlL1SmtIM9VXpYCDY39E2Q%3D%3D&trackingId=uAX%2B1jjL7JARrjG6iq6n%2Fg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst Junior',b'Energy Jobline',"b'Calgary, Alberta, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-junior-at-energy-jobline-3644658837?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=WF1Vkk8mKq23iLb03pRiyA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (MDM)',b'BeachHead',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-mdm-at-beachhead-3647189350?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=bNO9j2X8U3bv5OyzD86tsw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst, IVR'","b""President's Choice Financial""","b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-ivr-at-president-s-choice-financial-3642143174?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=DwrKZ6FDuOUcu2p%2B8o4sPA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Remote BI Data Analyst',b'Affinity',"b'Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/remote-bi-data-analyst-at-affinity-3636860711?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=PEkjf8IOL9v0cYozKeWSlg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647441135?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=WriUyjuiLDkcQ5kPG2zMVQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133083?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=DNFwWCOCCyLJFQLy6wxoOw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Co-op Data Scientist',b'Open Ocean Robotics',"b'Victoria, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/co-op-data-scientist-at-open-ocean-robotics-3647573569?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=u3TnzQTEKPsAp9URuYBTmg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647435705?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=VOsURY5HXLfpap90mwp%2FkA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'International Data Analysis & Visualization Specialist',b'Conestoga College',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/international-data-analysis-visualization-specialist-at-conestoga-college-3645170011?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=a%2BuWNm91s4kRvP%2Fw1b8ufg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133084?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=4Ld53fUgFrJ0A7a4gVWz3A%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'RideCo On-Demand Transit',"b'Waterloo, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-rideco-on-demand-transit-3647445123?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=6gcquJsGWqFNPBUT7e6Cqw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (Theatres)',b'IMAX',"b'Mississauga, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-theatres-at-imax-3622942851?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=nfW4pHWddt5KgeuBXrkK2Q%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'VySystems',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-vysystems-3647560334?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=ktT7qI79Qh7rm5Zz4zn9kw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst - Adv. Excel (Macros), VBA, MDM'",b'Procom',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-adv-excel-macros-vba-mdm-at-procom-3647440026?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=vtGIZLXwu72kGXJvt3cfsw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Intelligence Specialist',b'Irving Shipbuilding',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/business-intelligence-specialist-at-irving-shipbuilding-3643129624?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=cvfdpgkRPbhRFjs0nunDig%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Analyst',b'Troyer Ventures Ltd.',"b'Fort St John, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/business-analyst-at-troyer-ventures-ltd-3642137303?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=MAqo7L22A249oOWtwur%2B%2Bg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'TechPrinciple Consulting Inc',"b'Greater Toronto Area, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-techprinciple-consulting-inc-3642158490?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=vYcT00Xb0Kp0xUVWLTdjLQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Operations Specialist - Finance Datamart - BI & Analytics',b'Lloyds Banking Group',"b'New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/operations-specialist-finance-datamart-bi-analytics-at-lloyds-banking-group-3646946026?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=mKaUlX7mxtgQ%2Fe96pWYlXg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644667671?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=4ysndNmdmMri7lb%2BW%2FfEuA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644669445?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=CFoZ%2FFriqYfvF1Gi39GyYg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'Themesoft Inc.',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-themesoft-inc-3647426180?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=z9DhJAUgyofB8sXMmFDIIQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'CX Analyst',b'Philip Morris International',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/cx-analyst-at-philip-morris-international-3646958730?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=UfIE5x3U0J0%2BMa6gj4jpUQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Scientist / Engineer - Freelance [Remote]',b'Braintrust',"b'Ottawa, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-scientist-engineer-freelance-remote-at-braintrust-3647561548?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=PZnNZqVvpxAZgojEJsiDsw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Systems Analyst',b'Canada Life',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-systems-analyst-at-canada-life-3637705381?refId=mHvqW%2FFunHbFanIi%2F9TTsg%3D%3D&trackingId=b%2FKal6yju0%2BCyiNBEd41FQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst Junior',b'Energy Jobline',"b'Calgary, Alberta, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-junior-at-energy-jobline-3644658837?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=dyCgm2XDtWquHSlbSkNt8w%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Remote BI Data Analyst',b'Affinity',"b'Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/remote-bi-data-analyst-at-affinity-3636860711?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=j06R69FO8BHJfWK4fd%2FcFQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (MDM)',b'BeachHead',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-mdm-at-beachhead-3647189350?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=e184%2BGCXnC%2B5zuoVOnojCQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'International Data Analysis & Visualization Specialist',b'Conestoga College',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/international-data-analysis-visualization-specialist-at-conestoga-college-3645170011?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=6nXqI4%2FITS2fLv1%2FvHg0lQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133083?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=QG6J5fk%2FeYdDFVwkPKpHvQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'P2 - Data Analyst',b'Randstad Canada',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/p2-data-analyst-at-randstad-canada-3642133084?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=R1TTlAMIysysrIl7jlNasw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst, IVR'","b""President's Choice Financial""","b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-ivr-at-president-s-choice-financial-3642143174?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=%2FWSJROvhnX9q8U4IwqTuCQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'VySystems',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-vysystems-3647560334?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=qq8x%2Fnu8D2WOS9Nt1Wietw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'Themesoft Inc.',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-themesoft-inc-3647426180?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=A7hmVyVE5%2BVQsgHg8hDBvA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Analyste - Donn\xc3\xa9es et Analytique',b'Air Canada',"b'Dorval, Quebec, Canada'",b'https://ca.linkedin.com/jobs/view/analyste-donn%C3%A9es-et-analytique-at-air-canada-3647448713?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=sltBygKcxFIZN97DdqGp1Q%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Data Analyst (Theatres)',b'IMAX',"b'Mississauga, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-data-analyst-theatres-at-imax-3622942851?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=KQNDzB%2FHdd1se6XM6WjF9Q%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst - Adv. Excel (Macros), VBA, MDM'",b'Procom',"b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-adv-excel-macros-vba-mdm-at-procom-3647440026?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=oqkxbuQWvWmz5kOyMwL4dQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647441135?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=SiYhyfcN7EBh7AKqYFpRmA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Analyst (Hybrid)',"b'Global Technical Talent, an Inc. 5000 Company'","b'Dieppe, New Brunswick, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-hybrid-at-global-technical-talent-an-inc-5000-company-3647435705?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=q82eppRB59hEJWXFiEg6iw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business System Analyst',b'TechPrinciple Consulting Inc',"b'Greater Toronto Area, Canada'",b'https://ca.linkedin.com/jobs/view/business-system-analyst-at-techprinciple-consulting-inc-3642158490?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=cbclHmBLeakrOPPZTJp07w%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer',b'RideCo On-Demand Transit',"b'Waterloo, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-engineer-at-rideco-on-demand-transit-3647445123?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=YavXQfrEQU97ozY1iBHmVA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Intelligence Specialist',b'Irving Shipbuilding',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/business-intelligence-specialist-at-irving-shipbuilding-3643129624?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=LXUpBaIYPs0cz86VEniC2A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Data Advisor & Business Analyst',b'Dalhousie University',"b'Halifax, Nova Scotia, Canada'",b'https://ca.linkedin.com/jobs/view/senior-data-advisor-business-analyst-at-dalhousie-university-3635638680?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=fYoRUoB%2FcRzQTYSgB6edCw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Business Systems Analyst',b'Canfor',"b'Vancouver, British Columbia, Canada'",b'https://ca.linkedin.com/jobs/view/business-systems-analyst-at-canfor-3647568045?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=tfnQwvJfYcwAUS1bc3Ed5A%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Competitive Intelligence Analyst',b'D2L',"b'Kitchener, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/sr-competitive-intelligence-analyst-at-d2l-3645158898?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=L94K6zXueg4tVvVYp4nzog%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Data Analyst (Bangkok Based, Relocation Provided)'",b'Agoda',"b'Toronto, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/data-analyst-bangkok-based-relocation-provided-at-agoda-3644667671?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=RlZAuHbv5I%2Fx8xH0hzkE%2Fg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'GSOC Analyst',b'Crisis24',"b'Ottawa, Ontario, Canada'",b'https://ca.linkedin.com/jobs/view/gsoc-analyst-at-crisis24-3644961138?refId=tj5eM5p6D%2FPuaNbal%2BrMDA%3D%3D&trackingId=FCRGei76qM9D75MnaJhKuA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
